Incident;Date reported;Time reported;Date occurred;Time occurred;General Location;Crime Description;Disposition
II1300588;3/28/2013;11:20:00 a. m.;3/14/2013;12:00:00 p. m.;MICROELECTRONICS;THEFT OVER;ADMIN. CLOSE
;;;;;;;
II1300590;3/28/2013;8:32:00 p. m.;3/28/2013;8:32:00 p. m.;GREEN E / THIRD;CANNABIS-POSS 30 GM & UNDER;PENDING
;;;;;;;
II1300590;3/28/2013;8:32:00 p. m.;3/28/2013;8:32:00 p. m.;GREEN E / THIRD;DRUG EQUIPMENT-POSSESSION;PENDING
;;;;;;;
II1300591;3/28/2013;11:36:00 p. m.;3/28/2013;9:55:00 p. m.;WARDALL RESIDENCE HALL;BATTERY;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300589;3/28/2013;2:17:00 p. m.;3/28/2013;2:17:00 p. m.;ILLINI UNION;DECEPTIVE PRACTICES;ADMIN. CLOSE
;;;;;;;
UU1300301;3/28/2013;12:00:00 a. m.;1/19/2013;1:02:00 p. m.;1200 blk of OREGON ST W;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300542;3/28/2013;12:00:00 a. m.;2/2/2013;9:31:00 p. m.;NEVADA ST W / GOODWIN AV;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300543;3/28/2013;12:00:00 a. m.;2/2/2013;11:00:00 p. m.;1200 blk of OREGON W;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300544;3/28/2013;12:00:00 a. m.;2/2/2013;10:45:00 p. m.;GOODWIN AVE S / ILLINOIS;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300545;3/28/2013;12:00:00 a. m.;2/2/2013;11:50:00 p. m.;1200 blk of NEVADA W;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300769;3/28/2013;12:00:00 a. m.;2/17/2013;12:13:00 a. m.;700 blk of GOODWIN AVE S;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300780;3/28/2013;12:00:00 a. m.;2/17/2013;12:01:00 a. m.;CANOPY CLUB;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300791;3/28/2013;12:00:00 a. m.;2/17/2013;5:00:00 p. m.;1100 blk of NEVADA ST W;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300792;3/28/2013;12:00:00 a. m.;2/17/2013;8:18:00 p. m.;W OREGON ST / GOODWIN AV;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300793;3/28/2013;12:00:00 a. m.;2/17/2013;8:39:00 p. m.;MATHEWS AV S / OREGON ST;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300794;3/28/2013;12:00:00 a. m.;2/17/2013;9:00:00 p. m.;NEVADA ST W / GOODWIN AV;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300795;3/28/2013;12:00:00 a. m.;2/17/2013;9:36:00 p. m.;OREGON ST W / GOODWIN AV;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300796;3/28/2013;12:00:00 a. m.;2/17/2013;9:25:00 p. m.;700 blk of GOODWIN AVE S;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300801;3/28/2013;12:00:00 a. m.;2/17/2013;11:08:00 p. m.;700 blk of GOODWIN AV S;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300797;3/28/2013;12:00:00 a. m.;2/17/2013;10:15:00 p. m.;700 blk of GOODWIN AV S;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300805;3/28/2013;12:00:00 a. m.;2/16/2013;10:30:00 p. m.;1000 blk of LINCOLN AV S;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300995;3/28/2013;12:00:00 a. m.;3/1/2013;3:25:00 p. m.;1200 blk of NEVADA W;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
841-2013;3/28/2013;10:41:00 a. m.;3/27/2013;11:30:00 a. m.;VAN DOREN HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300595;3/29/2013;9:57:00 p. m.;3/29/2013;9:57:00 p. m.;SIXTH STREET S / GREEN ST E;WARRANT-IN STATE;ARREST
;;;;;;;
II1300597;3/30/2013;12:41:00 a. m.;3/30/2013;12:41:00 a. m.;SNYDER RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300598;3/30/2013;3:50:00 a. m.;3/30/2013;3:50:00 a. m.;CLARK W / GREGORY;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1300598;3/30/2013;3:50:00 a. m.;3/30/2013;3:50:00 a. m.;CLARK W / GREGORY;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1300601;3/30/2013;6:37:00 p. m.;3/30/2013;6:37:00 p. m.;UNIVERSITY AVE / MC COULLOUGH;ASSIST/CHECK WELFARE;ADMIN. CLOSE
;;;;;;;
II1300600;3/30/2013;5:38:00 p. m.;3/30/2013;5:38:00 p. m.;ASSEMBLY HALL;MIP;ARREST
;;;;;;;
II1300596;3/30/2013;12:09:00 a. m.;3/30/2013;12:09:00 a. m.;700 blk of FOURTH S;MIP;ARREST
;;;;;;;
II1300605;3/31/2013;2:16:00 a. m.;3/31/2013;2:16:00 a. m.;FOURTH ST S / HEALEY;ASSIST/DISORDERLY SUBJ;ADMIN. CLOSE
;;;;;;;
II1300605;3/31/2013;2:16:00 a. m.;3/31/2013;2:16:00 a. m.;FOURTH ST S / HEALEY;ASSIST/DISORDERLY SUBJ;PENDING
;;;;;;;
II1300607;3/31/2013;8:54:00 p. m.;3/31/2013;8:54:00 p. m.;PARKING LOT D-5;CONTROLLED SUBSTANCE-;ARREST
;;;;;;POSSESSION;
II1300607;3/31/2013;8:54:00 p. m.;3/31/2013;8:54:00 p. m.;PARKING LOT D-5;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1300607;3/31/2013;8:54:00 p. m.;3/31/2013;8:54:00 p. m.;PARKING LOT D-5;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1300605;3/31/2013;2:16:00 a. m.;3/31/2013;2:16:00 a. m.;FOURTH ST S / HEALEY;ASSIST/DISORDERLY SUBJ;ADMIN. CLOSE
;;;;;;;
II1300605;3/31/2013;2:16:00 a. m.;3/31/2013;2:16:00 a. m.;FOURTH ST S / HEALEY;ASSIST/DISORDERLY SUBJ;ARREST
;;;;;;;
II1300609;4/1/2013;12:37:00 a. m.;4/1/2013;12:37:00 a. m.;ARMORY AV E / FOURTH ST;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1300609;4/1/2013;12:37:00 a. m.;4/1/2013;12:37:00 a. m.;ARMORY AV E / FOURTH ST;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1300610;4/1/2013;5:18:00 p. m.;4/1/2013;5:18:00 p. m.;SDRP;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300611;4/1/2013;5:28:00 p. m.;4/1/2013;4:00:00 p. m.;CRCE;THEFT UNDER;PENDING
;;;;;;;
II1300111;4/1/2013;7:42:00 p. m.;4/1/2013;7:42:00 p. m.;PHI KAPPA PSI;CANNABIS-DELIVERY OVER 30GM;ARREST
;;;;;;;
II1300111;4/1/2013;7:42:00 p. m.;4/1/2013;7:42:00 p. m.;PHI KAPPA PSI;CONTROLLED SUBSTANCE-;ARREST
;;;;;;POSSESSION;
II1300111;4/1/2013;7:42:00 p. m.;4/1/2013;7:42:00 p. m.;PHI KAPPA PSI;DRUG EQUIPMENT-POSSESSION;PENDING
;;;;;;;
II1300111;4/1/2013;7:42:00 p. m.;4/1/2013;7:42:00 p. m.;PHI KAPPA PSI;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE
;;;;;;;
853-2013;4/1/2013;9:33:00 a. m.;3/28/2013;10:50:00 p. m.;SNYDER HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
855-2013;4/1/2013;9:37:00 a. m.;3/29/2013;11:30:00 p. m.;CARR HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
857-2013;4/1/2013;9:47:00 a. m.;3/30/2013;3:15:00 a. m.;NUGENT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300618;4/2/2013;2:00:00 p. m.;4/2/2013;1:10:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
II1300617;4/2/2013;12:19:00 p. m.;4/2/2013;12:19:00 p. m.;CIRCLE K;ASSIST/DISORDELY SUBJ;ADMIN. CLOSE
;;;;;;;
II1300624;4/2/2013;11:46:00 p. m.;4/2/2013;11:40:00 p. m.;DELTA DELTA DELTA;ASSIST/NO TRESPASS;ADMIN. CLOSE
;;;;;;;
II1300624;4/2/2013;11:46:00 p. m.;4/2/2013;11:40:00 p. m.;DELTA DELTA DELTA;ASSIST/NO TRESPASS;ADMIN. CLOSE
;;;;;;;
UU1301474;4/2/2013;12:00:00 a. m.;3/30/2013;7:44:00 a. m.;LINCOLN S AV / GREEN ST;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302094;4/2/2013;12:00:00 a. m.;3/10/2013;3:23:00 a. m.;700 blk of SIXTH ST S;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302154;4/2/2013;12:00:00 a. m.;3/2/2013;1:00:00 a. m.;RED LION;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302140;4/2/2013;12:00:00 a. m.;3/5/2013;11:30:00 a. m.;GREEN / WRIGHT;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1301931;4/2/2013;12:00:00 a. m.;3/5/2013;12:01:00 a. m.;JOES BREWERY;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302089;4/2/2013;12:00:00 a. m.;3/10/2013;1:15:00 a. m.;700 blk of FIFTH ST S;RESISTING/OBSTR OFFICER;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302158;4/2/2013;12:00:00 a. m.;2/15/2013;10:45:00 p. m.;JOES BREWERY;UNLAWFUL USE OF ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302153;4/2/2013;12:00:00 a. m.;1/31/2013;11:30:00 p. m.;IT'S BROTHERS BAR;UNLAWFUL USE OF ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302162;4/2/2013;12:00:00 a. m.;3/12/2013;12:30:00 a. m.;CLYBOURNE;UNLAWFUL USE OF ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302159;4/2/2013;12:00:00 a. m.;11/24/2012;12:00:00 p. m.;LEGENDS;UNLAWFUL USE OF ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302163;4/2/2013;12:00:00 a. m.;2/1/2013;11:00:00 p. m.;JOES BREWERY;UNLAWFUL USE OF ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302152;4/2/2013;12:00:00 a. m.;1/25/2013;10:00:00 p. m.;JOES BREWERY;UNLAWFUL USE OF ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302506;4/2/2013;12:00:00 a. m.;3/25/2013;11:45:00 p. m.;JOE'S BREWERY;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302149;4/2/2013;12:00:00 a. m.;3/12/2013;2:31:00 a. m.;UNIVERSITY / WRIGHT;DUI;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302183;4/2/2013;12:00:00 a. m.;3/13/2013;3:15:00 a. m.;900 blk of SECOND ST S;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302043;4/2/2013;12:00:00 a. m.;3/8/2013;8:00:00 p. m.;500 blk of W WHITE ST;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302206;4/2/2013;12:00:00 a. m.;3/11/2013;12:26:00 a. m.;JOES BREWERY;DECEPTIVE PRACTICE;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302023;4/2/2013;12:00:00 a. m.;10/1/2012;12:00:00 p. m.;MARCO RECYCLING;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302205;4/2/2013;12:00:00 a. m.;3/13/2013;6:11:00 p. m.;200 blk of GREEN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302232;4/2/2013;12:00:00 a. m.;3/14/2013;5:45:00 p. m.;DEN LIQUOR,CH;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302245;4/2/2013;12:00:00 a. m.;3/15/2013;1:40:00 a. m.;RED LION;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302223;4/2/2013;12:00:00 a. m.;2/21/2013;12:01:00 a. m.;1000 blk of FOURTH ST S;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302041;4/2/2013;12:00:00 a. m.;3/8/2013;9:15:00 p. m.;PICCADILLY LIQUORS;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
;;;;;;;
CC1302235;4/2/2013;12:00:00 a. m.;3/14/2013;6:33:00 p. m.;500 blk of THIRD ST S;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1301845;4/2/2013;12:00:00 a. m.;3/2/2013;5:13:00 p. m.;COUNTY MARKET;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302289;4/2/2013;12:00:00 a. m.;3/16/2013;7:33:00 p. m.;300 blk of GREEN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302262;4/2/2013;12:00:00 a. m.;3/15/2013;4:59:00 p. m.;500 blk of GREEN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302259;4/2/2013;12:00:00 a. m.;3/14/2013;10:30:00 p. m.;400 blk of HEALEY ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302268;4/2/2013;12:00:00 a. m.;3/15/2013;1:00:00 a. m.;CLYBORNS;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302367;4/2/2013;12:00:00 a. m.;3/19/2013;9:48:00 p. m.;400 blk of FIRST ST S;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302247;4/2/2013;12:00:00 a. m.;3/15/2013;12:30:00 a. m.;RED LION;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302395;4/2/2013;12:00:00 a. m.;3/21/2013;7:00:00 a. m.;100 blk of SPRINGFIELD E;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302243;4/2/2013;12:00:00 a. m.;3/15/2013;12:48:00 a. m.;RED LION BAR;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
II1300614;4/3/2013;2:34:00 a. m.;4/3/2013;2:34:00 a. m.;AMEREN;ASSIST/K9;ADMIN. CLOSE
;;;;;;;
II1300626;4/3/2013;2:06:00 a. m.;4/3/2013;2:06:00 a. m.;PARKING LOT C-3;PUBLIC URINATION (C);ARREST
;;;;;;;
II1300627;4/3/2013;2:06:00 a. m.;4/3/2013;2:03:00 a. m.;FIFTH ST S / GREEN ST;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1300627;4/3/2013;2:06:00 a. m.;4/3/2013;2:03:00 a. m.;FIFTH ST S / GREEN ST;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1300630;4/3/2013;4:40:00 p. m.;4/3/2013;4:40:00 p. m.;CIRCLE K;WARRANT-IN STATE;ARREST
;;;;;;;
871-2013;4/3/2013;10:38:00 a. m.;4/1/2013;12:00:00 a. m.;OGLESBY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300633;4/4/2013;8:52:00 p. m.;4/4/2013;8:52:00 p. m.;CHALMERS ST E / SIXTH ST;DRUG EQUIPMENT-POSSESSION;PENDING
;;;;;;;
II1300633;4/4/2013;8:52:00 p. m.;4/4/2013;8:52:00 p. m.;CHALMERS ST E / SIXTH ST;CANNABIS-POSS 30 GM & UNDER;PENDING
;;;;;;;
II1300635;4/5/2013;12:14:00 a. m.;4/5/2013;12:14:00 a. m.;LINCOLN AV S / ILLINOIS ST;WARRANT-IN STATE;ARREST
;;;;;;;
II1300636;4/5/2013;1:16:00 a. m.;4/5/2013;1:16:00 a. m.;TRELEASE RESIDENCE HALL;CONTROLLED SUBSTANCE-;ARREST
;;;;;;POSSESSION;
II1300636;4/5/2013;1:16:00 a. m.;4/5/2013;1:16:00 a. m.;TRELEASE RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1300636;4/5/2013;1:16:00 a. m.;4/5/2013;1:16:00 a. m.;TRELEASE RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1300637;4/5/2013;6:58:00 a. m.;4/5/2013;2:00:00 a. m.;1200 blk of FOURTH ST S;CRIMINAL DAMAGE TO PROPERTY;ADMIN. CLOSE
;;;;;;;
II1300638;4/5/2013;7:40:00 a. m.;4/4/2013;9:00:00 p. m.;1200 blk of FOURTH ST S;CRIMINAL DAMAGE TO PROPERTY;ADMIN. CLOSE
;;;;;;;
II1300639;4/5/2013;11:44:00 a. m.;4/5/2013;11:44:00 a. m.;100 blk of MATHEWS N;ROBBERY;CLEARED EXCEPT.
;;;;;;;REFUSAL TO COO
II1300642;4/5/2013;4:34:00 p. m.;4/5/2013;4:34:00 p. m.;CVS PARKING LOT;WARRANT-IN STATE;ARREST
;;;;;;;
II1300643;4/5/2013;5:31:00 p. m.;4/5/2013;5:31:00 p. m.;BASKETBALL COURTS;WARRANT-IN STATE;ARREST
;;;;;;;
II1300645;4/5/2013;11:44:00 p. m.;4/5/2013;11:44:00 p. m.;DANIEL ST E / WRIGHT ST;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1300645;4/5/2013;11:44:00 p. m.;4/5/2013;11:44:00 p. m.;DANIEL ST E / WRIGHT ST;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1300644;4/5/2013;8:31:00 p. m.;4/5/2013;8:00:00 a. m.;PARKING LOT E-14 BUS STOP;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
885-2013;4/5/2013;8:34:00 a. m.;4/4/2013;11:50:00 p. m.;HOPKINS HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
887-2013;4/5/2013;8:49:00 a. m.;4/5/2013;1:20:00 a. m.;TRELEASE HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300648;4/6/2013;2:45:00 a. m.;4/6/2013;2:42:00 a. m.;PEABODY E / FIRST;BATTERY;PENDING
;;;;;;;
II1300648;4/6/2013;2:45:00 a. m.;4/6/2013;2:42:00 a. m.;PEABODY E / FIRST;MOB ACTION;PENDING
;;;;;;;
II1300647;4/6/2013;2:54:00 a. m.;4/6/2013;2:54:00 a. m.;STOUGHTON ST E / FIFTH ST;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1300647;4/6/2013;2:54:00 a. m.;4/6/2013;2:54:00 a. m.;STOUGHTON ST E / FIFTH ST;LIQUOR-ILLEGAL POSS. BY MINOR;ARREST
;;;;;;;
II1300647;4/6/2013;2:54:00 a. m.;4/6/2013;2:54:00 a. m.;STOUGHTON ST E / FIFTH ST;CONTROLLED SUBSTANCE-;PENDING
;;;;;;POSSESSION;
II1300652;4/6/2013;6:27:00 p. m.;4/6/2013;6:27:00 p. m.;CIRCLE K;WARRANT-IN STATE;ARREST
;;;;;;;
II1300651;4/6/2013;5:34:00 p. m.;4/6/2013;5:34:00 p. m.;KIRBY AV W / PROSPECT AV;WARRANT-IN STATE;ARREST
;;;;;;;
II1300654;4/6/2013;9:36:00 p. m.;4/6/2013;9:36:00 p. m.;FIRST ST S / WHITE ST;CANNABIS-POSS 30 GM & UNDER;PENDING
;;;;;;;
II1300653;4/6/2013;9:27:00 p. m.;4/6/2013;9:27:00 p. m.;CURTIS RD W / PARKVIEW LN;DRIVING UNDER INFLUENCE-;ARREST
;;;;;;DRUGS;
II1300648;4/6/2013;2:45:00 a. m.;4/6/2013;2:42:00 a. m.;PEABODY E / FIRST;ROBBERY;PENDING
;;;;;;;
II1300658;4/7/2013;3:23:00 a. m.;4/7/2013;3:22:00 a. m.;ALLEN RESIDENCE HALL;SEXUAL-ASSAULT-CRIMINAL;ARREST
;;;;;;;
II1300658;4/7/2013;3:23:00 a. m.;4/7/2013;3:22:00 a. m.;ALLEN RESIDENCE HALL;BATTERY;ARREST
;;;;;;;
II1300659;4/7/2013;3:17:00 p. m.;4/7/2013;11:00:00 a. m.;GRAINGER LIBRARY;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1300656;4/7/2013;3:24:00 a. m.;4/7/2013;3:24:00 a. m.;CARLE HOSPITAL;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE
;;;;;;;
II1300655;4/7/2013;1:02:00 a. m.;4/7/2013;1:02:00 a. m.;600 blk of WINDSOR RD W;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1300655;4/7/2013;1:02:00 a. m.;4/7/2013;1:02:00 a. m.;600 blk of WINDSOR RD W;BATTERY;ARREST
;;;;;;;
II1300661;4/7/2013;8:38:00 p. m.;4/6/2013;10:50:00 p. m.;ILLINI UNION;THEFT OVER;ADMIN. CLOSE
;;;;;;;
II1300658;4/7/2013;3:23:00 a. m.;4/7/2013;3:22:00 a. m.;ALLEN RESIDENCE HALL;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1300657;4/7/2013;3:00:00 a. m.;4/7/2013;3:00:00 a. m.;TRELEASE RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300657;4/7/2013;3:00:00 a. m.;4/7/2013;3:00:00 a. m.;TRELEASE RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300655;4/7/2013;1:02:00 a. m.;4/7/2013;1:02:00 a. m.;600 blk of WINDSOR RD W;DRIVING UNDER INFLUENCE-;ARREST
;;;;;;DRUGS;
CC1302931;4/7/2013;12:00:00 a. m.;4/7/2013;1:48:00 a. m.;1200 blk of JOANNE LN;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
II1300662;4/8/2013;9:44:00 a. m.;4/5/2013;4:00:00 p. m.;LIBRARY AND INFO SCIENCE;CRIMINAL DEFACEMENT OF;ADMIN. CLOSE
;;;;;;PROPERTY;
II1300663;4/8/2013;2:08:00 p. m.;4/8/2013;2:08:00 p. m.;IKENBERRY COMMONS;WARRANT-IN STATE;ARREST
;;;;;;;
879-2013;4/8/2013;4:39:00 p. m.;3/29/2013;1:15:00 a. m.;BROMLEY HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300664;4/9/2013;3:18:00 a. m.;4/9/2013;3:18:00 a. m.;ILLINI UNION BUS SHELTER;TRESPASS-STATE SUPPORTED;ARREST
;;;;;;LAND;
II1300665;4/9/2013;4:26:00 a. m.;4/8/2013;9:30:00 p. m.;HENRY ADMINISTRATION;CRIMINAL DEFACEMENT OF;ARREST
;;;;;;PROPERTY;
II1300672;4/9/2013;5:33:00 p. m.;4/9/2013;12:30:00 a. m.;SCOTT BIKE RACKS;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1300670;4/9/2013;4:44:00 p. m.;4/7/2013;2:45:00 a. m.;WARDALL RESIDENCE HALL;CRIMINAL DAMAGE GOVT;ARREST
;;;;;;SUPPORT PROP;
II1300667;4/9/2013;10:40:00 a. m.;4/9/2013;10:40:00 a. m.;HENRY ADMIN;CRIMINAL DEFACEMENT OF;ARREST
;;;;;;PROPERTY;
913-2013;4/9/2013;4:45:00 p. m.;4/7/2013;2:54:00 a. m.;TRELEASE HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
903-2013;4/9/2013;4:47:00 p. m.;3/28/2013;9:00:00 p. m.;PAR DINING;THEFT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300674;4/10/2013;12:29:00 p. m.;4/10/2013;12:29:00 p. m.;HOPKINS HALL BIKE RACK;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1300675;4/10/2013;1:14:00 p. m.;4/10/2013;12:45:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
II1300677;4/10/2013;11:54:00 p. m.;4/10/2013;11:54:00 p. m.;PARKING LOT C-10;PUBLIC URINATION (C);ARREST
;;;;;;;
II1300673;4/10/2013;2:28:00 a. m.;4/10/2013;2:28:00 a. m.;ALMA MATER;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
CC1302046;4/10/2013;12:00:00 a. m.;3/8/2013;11:32:00 p. m.;1000 blk of THIRD ST S;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302705;4/10/2013;12:00:00 a. m.;3/31/2013;3:45:00 p. m.;EVO CAFE;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
;;;;;;;
CC1302662;4/10/2013;12:00:00 a. m.;3/30/2013;2:10:00 a. m.;blk of S SIXTH ST;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302521;4/10/2013;12:00:00 a. m.;1/4/2013;11:00:00 p. m.;200 blk of GREEN E;UNLAWFUL ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302520;4/10/2013;12:00:00 a. m.;3/1/2013;10:30:00 p. m.;200 blk of GREEN ST E;UNLAWFUL ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302514;4/10/2013;12:00:00 a. m.;2/15/2013;12:45:00 a. m.;700 blk of SIXTH S;UNLAWFUL ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302508;4/10/2013;12:00:00 a. m.;3/8/2013;9:00:00 p. m.;200 blk of GREEN ST E;UNLAWFUL ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302510;4/10/2013;12:00:00 a. m.;1/12/2013;11:00:00 p. m.;JOES BREWERY;UNLAWFUL ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302616;4/10/2013;12:00:00 a. m.;3/29/2013;1:02:00 a. m.;BROMLEY HALL;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302624;4/10/2013;12:00:00 a. m.;3/15/2013;12:01:00 a. m.;500 blk of GREEN ST E;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302646;4/10/2013;12:00:00 a. m.;3/29/2013;10:14:00 p. m.;CLYBORNS,CH;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302619;4/10/2013;12:00:00 a. m.;3/29/2013;1:00:00 a. m.;STATION 211;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302528;4/10/2013;12:00:00 a. m.;3/23/2013;7:30:00 p. m.;300 blk of SECOND ST S;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302518;4/10/2013;12:00:00 a. m.;3/26/2013;11:00:00 a. m.;500 blk of S THIRD ST;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302307;4/10/2013;12:00:00 a. m.;3/17/2013;1:00:00 a. m.;CHESTER STREET BAR;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1302700;4/10/2013;12:00:00 a. m.;3/29/2013;1:20:00 a. m.;RED LION,CH;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
