Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition
CC1401949,3/20/2014,12:00:00 a. m.,3/8/2014,1:25:00 p. m.,300 blk of DANIEL ST E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402019,3/20/2014,12:00:00 a. m.,3/7/2014,5:00:00 p. m.,JSM APARTMENTS,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402025,3/20/2014,12:00:00 a. m.,3/7/2014,12:01:00 a. m.,500 blk of S SIXTH ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402018,3/20/2014,12:00:00 a. m.,3/9/2014,5:00:00 p. m.,RED LION,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401900,3/20/2014,12:00:00 a. m.,3/7/2014,1:41:00 p. m.,blk of CHALMERS ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401424,3/20/2014,12:00:00 a. m.,1/9/2014,10:00:00 p. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401574,3/20/2014,12:00:00 a. m.,1/19/2014,10:30:00 p. m.,KAMS,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401582,3/20/2014,12:00:00 a. m.,1/31/2014,11:00:00 p. m.,JOES BREWERY,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401427,3/20/2014,12:00:00 a. m.,1/24/2014,11:30:00 p. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401423,3/20/2014,12:00:00 a. m.,11/6/2013,12:30:00 a. m.,LEGENDS,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401545,3/20/2014,12:00:00 a. m.,12/31/2013,10:30:00 p. m.,CLYBOURNE,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401422,3/20/2014,12:00:00 a. m.,1/19/2014,9:00:00 p. m.,LEGENDS,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401578,3/20/2014,12:00:00 a. m.,2/12/2013,12:00:00 a. m.,900 blk of OAK S,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401573,3/20/2014,12:00:00 a. m.,12/19/2013,11:00:00 p. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401486,3/20/2014,12:00:00 a. m.,2/21/2014,10:50:00 p. m.,ITS BROTHERS,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
AI140790008,3/20/2014,12:23:00 a. m.,3/20/2014,12:23:00 a. m.,CARR RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CSA14-6,3/20/2014,3:18:00 p. m.,3/17/2014,UNKNOWN,FIRST/JOHN,BATTERY,ADMIN. CLOSED
,,,,,,,
II1400554,3/21/2014,4:34:00 a. m.,3/21/2014,4:00:00 a. m.,ALTGELD HALL,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1400556,3/21/2014,8:01:00 a. m.,3/20/2014,3:30:00 p. m.,PARKING LOT C-10,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1400557,3/21/2014,8:17:00 a. m.,3/21/2014,8:17:00 a. m.,ILLINOIS TERMINAL,WARRANT-IN STATE,ARREST
,,,,,,,
II1400562,3/21/2014,11:04:00 p. m.,3/21/2014,11:04:00 p. m.,ILLINI INN,PUBLIC URINATION (C),ARREST
,,,,,,,
CC1401576,3/21/2014,12:00:00 a. m.,8/26/2013,12:01:00 a. m.,RED LION BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401490,3/21/2014,12:00:00 a. m.,2/22/2014,12:45:00 a. m.,WHITE HORSE,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401494,3/21/2014,12:00:00 a. m.,2/22/2014,1:51:00 a. m.,RED LION,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402041,3/21/2014,12:00:00 a. m.,3/10/2014,11:50:00 p. m.,blk of E JOHN ST,DOMESTIC BATTERY,REPORTED TO OTHER
,,,,,,,AGENCY
FI140800039,3/21/2014,1:51:00 a. m.,3/21/2014,1:51:00 a. m.,ILLINI UNION,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140800047,3/21/2014,2:30:00 a. m.,3/21/2014,2:30:00 a. m.,900-BLK S FIFTH,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI140800047,3/21/2014,2:30:00 a. m.,3/21/2014,2:30:00 a. m.,900-BLK S FIFTH,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI140800054,3/21/2014,2:52:00 a. m.,3/21/2014,2:52:00 a. m.,SCOTT RESD HALL,DRUGS,ADMIN. CLOSED
,,,,,,,
FI140800589,3/21/2014,11:57:00 p. m.,3/21/2014,11:57:00 p. m.,FOURTH/GREEN,LIQUOR,ADMIN. CLOSED
,,,,,,,
AI140800039,3/21/2014,1:51:00 a. m.,3/21/2014,1:51:00 a. m.,QUAD,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1400563,3/22/2014,11:34:00 a. m.,3/21/2014,8:30:00 p. m.,PARKING LOT A-3,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE
,,,,,,,
II1400565,3/22/2014,8:23:00 p. m.,3/22/2014,8:23:00 p. m.,ARBY'S,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1400565,3/22/2014,8:23:00 p. m.,3/22/2014,8:23:00 p. m.,ARBY'S,BATTERY,PENDING
,,,,,,,
II1400565,3/22/2014,8:23:00 p. m.,3/22/2014,8:23:00 p. m.,ARBY'S,VEHICULAR INVASION,PENDING
,,,,,,,
00879-2014,3/22/2014,12:01:00 a. m.,3/22/2014,12:01:00 a. m.,TAFT RESD HALL,THEFT,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400568,3/24/2014,12:12:00 a. m.,3/24/2014,12:12:00 a. m.,ILLINI UNION,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1400569,3/24/2014,12:06:00 a. m.,3/24/2014,12:06:00 a. m.,STATE ST / W CLARK ST,WARRANT-IN STATE,ARREST
,,,,,,,
II1400572,3/24/2014,1:21:00 p. m.,3/24/2014,1:21:00 p. m.,1400 blk of PENNSYLVANIA AV W,RECKLESS CONDUCT,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1400574,3/24/2014,4:56:00 p. m.,3/22/2014,2:17:00 p. m.,UI CREDIT UNION,THEFT-IDENTITY,ADMIN. CLOSE
,,,,,,,
II1400574,3/24/2014,4:56:00 p. m.,3/22/2014,2:17:00 p. m.,UI CREDIT UNION,ASSIST COUNTY POLICE,ADMIN. CLOSE
,,,,,,,
II1400575,3/24/2014,9:25:00 p. m.,3/24/2014,11:45:00 a. m.,BECKMAN,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
CC1401706,3/24/2014,12:00:00 a. m.,3/1/2014,12:01:00 a. m.,RED LION BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401709,3/24/2014,12:00:00 a. m.,3/1/2014,1:10:00 a. m.,FIREHAUS,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401708,3/24/2014,12:00:00 a. m.,3/1/2014,1:00:00 a. m.,CLYBOURNES,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401492,3/24/2014,12:00:00 a. m.,2/22/2014,1:22:00 a. m.,CLYBOURNE'S BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
FI140830016,3/24/2014,12:43:00 a. m.,3/24/2014,12:43:00 a. m.,THIRD/GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CC1401699,3/25/2014,12:00:00 a. m.,2/28/2014,10:35:00 p. m.,ILLINI INN,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401705,3/25/2014,12:00:00 a. m.,2/28/2014,11:01:00 p. m.,JOE'S BREWERY,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401701,3/25/2014,12:00:00 a. m.,2/28/2014,10:55:00 p. m.,KAMS,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401485,3/25/2014,12:00:00 a. m.,2/21/2014,10:37:00 p. m.,MURPHYS PUB,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401488,3/25/2014,12:00:00 a. m.,2/21/2014,11:59:00 p. m.,JOES BREWERY,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
UU1401520,3/26/2014,12:00:00 a. m.,3/21/2014,12:21:00 a. m.,800 blk of GREEN W,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
UU1401375,3/26/2014,12:00:00 a. m.,3/14/2014,12:23:00 a. m.,800 blk of SPRINGFIELD AV,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402209,3/26/2014,12:00:00 a. m.,3/16/2014,2:45:00 a. m.,DELTA DELTA DELTA,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402186,3/26/2014,12:00:00 a. m.,3/14/2014,10:00:00 p. m.,300 blk of WHITE ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402074,3/26/2014,12:00:00 a. m.,3/12/2014,12:57:00 p. m.,1000 blk of S THIRD ST,DATING VIOLENCE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402040,3/26/2014,12:00:00 a. m.,3/10/2014,10:30:00 p. m.,SIXTH ST / WHITE ST,NON-FORCIBLE SEX OFFENSE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402059,3/26/2014,12:00:00 a. m.,3/11/2014,5:35:00 p. m.,PANERA BREAD,TRESPASS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402180,3/26/2014,12:00:00 a. m.,3/15/2014,12:29:00 p. m.,CLYBORNS,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402222,3/26/2014,12:00:00 a. m.,2/16/2014,1:00:00 a. m.,RED LION,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402151,3/26/2014,12:00:00 a. m.,3/11/2014,11:30:00 p. m.,CLYBOURNE'S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402141,3/26/2014,12:00:00 a. m.,3/14/2014,2:59:00 p. m.,blk of JOHN ST E,RESISTING,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402152,3/26/2014,12:00:00 a. m.,3/14/2014,12:30:00 p. m.,blk of UNIVERSITY AV E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402120,3/26/2014,12:00:00 a. m.,3/13/2014,9:06:00 p. m.,200 blk of GREEN ST E,PED SOLICITING IN ROADWAY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402117,3/26/2014,12:00:00 a. m.,3/13/2014,4:40:00 p. m.,600 blk of GREEN ST E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401532,3/26/2014,12:00:00 a. m.,2/22/2014,9:00:00 p. m.,900 blk of SECOND ST S,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401891,3/26/2014,12:00:00 a. m.,3/7/2014,11:19:00 a. m.,blk of E DANIEL ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401893,3/26/2014,12:00:00 a. m.,3/7/2014,11:53:00 a. m.,100 blk of E DANIEL ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401931,3/26/2014,12:00:00 a. m.,3/8/2014,12:16:00 a. m.,300 blk of S SECOND ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401925,3/26/2014,12:00:00 a. m.,3/7/2014,10:43:00 a. m.,blk of E JOHN ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401896,3/26/2014,12:00:00 a. m.,3/7/2014,12:29:00 p. m.,RED LION,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401897,3/26/2014,12:00:00 a. m.,3/7/2014,12:54:00 p. m.,500 blk of LOCUST ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
II1400586,3/27/2014,10:57:00 a. m.,2/24/2014,5:00:00 p. m.,COLLEGE OF LAW,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1400587,3/27/2014,2:44:00 p. m.,3/21/2014,8:00:00 a. m.,POULTRY FARMS,DISORDERLY CONDUCT-ALL OTHER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CC1402166,3/27/2014,12:00:00 a. m.,3/15/2014,2:47:00 a. m.,blk of E JOHN ST,NOISE VIOLATION,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402170,3/27/2014,12:00:00 a. m.,3/15/2014,3:38:00 a. m.,600 blk of CHALMERS ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402167,3/27/2014,12:00:00 a. m.,3/15/2014,2:46:00 a. m.,500 blk of S THIRD ST,NOISE VIOLATION,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401933,3/27/2014,12:00:00 a. m.,3/8/2014,12:31:00 a. m.,300 blk of E GREEN ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402158,3/27/2014,12:00:00 a. m.,3/14/2014,9:00:00 p. m.,FIRST ST / E DANIEL ST,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402314,3/27/2014,12:00:00 a. m.,3/19/2014,3:00:00 p. m.,700 blk of S SIXTH ST,DECPT PRACTICE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402316,3/27/2014,12:00:00 a. m.,3/19/2014,4:00:00 p. m.,PIZZA HUT,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402175,3/27/2014,12:00:00 a. m.,2/15/2014,12:01:00 a. m.,400 blk of CHALMERS ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402135,3/27/2014,12:00:00 a. m.,3/14/2014,9:00:00 a. m.,BROMLEY HALL,DISORDERLY CONDUCT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402252,3/27/2014,12:00:00 a. m.,3/16/2014,1:00:00 a. m.,300 blk of WRIGHT ST S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402288,3/27/2014,12:00:00 a. m.,3/18/2014,9:00:00 p. m.,CIRCLE K,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402127,3/27/2014,12:00:00 a. m.,3/14/2014,1:30:00 a. m.,BROTHERS BAR,TRESPASS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402293,3/27/2014,12:00:00 a. m.,3/19/2014,1:20:00 a. m.,CLYBOURNE,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402096,3/27/2014,12:00:00 a. m.,12/19/2013,10:30:00 p. m.,BROTHER'S BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402094,3/27/2014,12:00:00 a. m.,2/6/2014,11:00:00 p. m.,KAMS BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402097,3/27/2014,12:00:00 a. m.,2/21/2014,12:30:00 a. m.,CLYBOURNE BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402101,3/27/2014,12:00:00 a. m.,2/20/2014,11:30:00 p. m.,IT'S BROTHERS BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402103,3/27/2014,12:00:00 a. m.,1/31/2014,1:00:00 a. m.,ITS BROTHERS BAR,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1402095,3/27/2014,12:00:00 a. m.,2/21/2014,1:30:00 a. m.,JOE'S BREWERY,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401913,3/27/2014,12:00:00 a. m.,3/7/2014,4:55:00 p. m.,E CHALMERS ST / FOURTH,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
II1400589,3/28/2014,12:32:00 p. m.,3/28/2014,12:32:00 p. m.,ILLINI UNION,WARRANT-IN STATE,ARREST
,,,,,,,
II1400591,3/28/2014,10:49:00 p. m.,3/28/2014,10:49:00 p. m.,NEIL ST S / GREEN ST,POSS OF DRUG PARAPHENALIA,ARREST
,,,,,,,
II1400592,3/29/2014,12:13:00 p. m.,3/29/2014,12:13:00 p. m.,PENN STATION,WARRANT-IN STATE,ARREST
,,,,,,,
II1400593,3/30/2014,10:36:00 a. m.,3/23/2014,8:00:00 a. m.,ARCHITECTURE ANNEX,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE
,,,,,,,
II1400596,3/30/2014,10:04:00 p. m.,3/30/2014,8:30:00 p. m.,ILLINI UNION,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1400597,3/31/2014,7:24:00 a. m.,3/20/2014,9:00:00 p. m.,WESTON RESIDENCE HALL,THEFT UNDER,UNFOUNDED
,,,,,,,
II1400598,3/31/2014,11:14:00 a. m.,3/31/2014,11:13:00 a. m.,POST I,WARRANT-IN STATE,ARREST
,,,,,,,
II1400599,3/31/2014,11:57:00 a. m.,3/22/2014,12:00:00 p. m.,EVANS RESIDENCE HALL,DECEPTIVE PRACTICES,ADMIN. CLOSE
,,,,,,,
II1400602,3/31/2014,7:26:00 p. m.,3/31/2014,7:26:00 p. m.,ALLEN RESIDENCE HALL,DISORDERLY CONDUCT-ALL OTHER,PENDING
,,,,,,,
II1400602,3/31/2014,7:26:00 p. m.,3/31/2014,7:26:00 p. m.,ALLEN RESIDENCE HALL,HARRASMENT BY ELECTRONIC,PENDING
,,,,,,COMMUNICAT,
II1400602,3/31/2014,7:26:00 p. m.,3/31/2014,7:26:00 p. m.,ALLEN RESIDENCE HALL,OBSCENITY,PENDING
,,,,,,,
II1400604,4/1/2014,2:13:00 a. m.,4/1/2014,2:13:00 a. m.,blk of JOHN E,DRIVING UNDER INFLUENCE-DRUGS,ARREST
,,,,,,,
II1400605,4/1/2014,8:14:00 a. m.,3/31/2014,4:00:00 p. m.,PHI GAMMA DELTA,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE
,,,,,,,
II1400606,4/1/2014,9:21:00 a. m.,4/1/2014,9:21:00 a. m.,WRIGHT STREET N / WHITE STREET W,WARRANT-IN STATE,ARREST
,,,,,,,
II1400607,4/1/2014,9:52:00 a. m.,4/1/2014,9:52:00 a. m.,POST I,WARRANT-IN STATE,ARREST
,,,,,,,
II1400610,4/1/2014,12:50:00 p. m.,4/1/2014,11:30:00 a. m.,BABCOCK RESIDENCE HALL,BATTERY-DOMESTIC,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1400611,4/1/2014,5:33:00 p. m.,4/1/2014,5:00:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST
,,,,,,,
II1400613,4/1/2014,9:07:00 p. m.,3/31/2014,11:00:00 a. m.,LINCOLN HALL,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
FI140910027,4/1/2014,1:10:00 a. m.,4/1/2014,1:10:00 a. m.,THIRD/GREEN,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI140910035,4/1/2014,1:37:00 a. m.,4/1/2014,1:37:00 a. m.,FIRST/GREEN,PUBLIC URINATION,ADMIN. CLOSED
,,,,,,,
FI140910052,4/1/2014,3:01:00 a. m.,4/1/2014,3:01:00 a. m.,OGLESBY RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1400616,4/2/2014,7:26:00 a. m.,4/1/2014,4:00:00 p. m.,LATINO & GENDER STUDIES,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1400619,4/2/2014,7:55:00 p. m.,4/2/2014,7:55:00 p. m.,FOURTH ST / WHITE ST,WARRANT-IN STATE,ARREST
,,,,,,,
II1400620,4/2/2014,9:24:00 p. m.,3/21/2014,12:00:00 p. m.,PARKING LOT E-38,BURGLARY FROM MOTOR VEHICLE,ADMIN. CLOSE
,,,,,,,
FI140920015,4/2/2014,12:40:00 a. m.,4/2/2014,12:40:00 a. m.,700-BLK S SIXTH,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140920017,4/2/2014,12:44:00 a. m.,4/2/2014,12:44:00 a. m.,SIXTH/JOHN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140920023,4/2/2014,1:14:00 a. m.,4/2/2014,1:14:00 a. m.,SIXTH/JOHN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI140920004,4/2/2014,12:21:00 a. m.,4/2/2014,12:21:00 a. m.,SIXTH/JOHN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00979-2014,4/2/2014,11:55:00 p. m.,4/2/2014,11:55:00 p. m.,CARR RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400622,4/3/2014,2:02:00 a. m.,4/3/2013,2:02:00 a. m.,800 blk of LOCUST S,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1400622,4/3/2014,2:02:00 a. m.,4/3/2013,2:02:00 a. m.,800 blk of LOCUST S,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1400622,4/3/2014,2:02:00 a. m.,4/3/2013,2:02:00 a. m.,800 blk of LOCUST S,OBSTRUCTING JUSTICE,ARREST
,,,,,,,
II1400622,4/3/2014,2:02:00 a. m.,4/3/2013,2:02:00 a. m.,800 blk of LOCUST S,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST
,,,,,,,
II1400623,4/3/2014,3:51:00 a. m.,4/2/2014,11:00:00 p. m.,ARMORY,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1400627,4/3/2014,4:34:00 p. m.,4/1/2014,5:00:00 p. m.,SIEBEL BUILDING,THEFT-LOST/MISLAID PROPERTY,ADMIN. CLOSE
,,,,,,,
II1400628,4/3/2014,4:23:00 p. m.,3/27/2014,1:30:00 a. m.,"BEACH CLUB - SARASOTA,FL",ASSIST COUNTY POLICE,ADMIN. CLOSE
,,,,,,,
UU1401697S,4/3/2014,12:00:00 a. m.,3/31/2014,10:04:00 a. m.,GOODWIN AVE / NEVADA,BIKE ENFORCEMENT,REPORTED TO OTHER
,,,,,,,AGENCY
FI140930028,4/3/2014,1:14:00 a. m.,4/3/2014,1:14:00 a. m.,JOE'S BREWERY,LIQUOR,ADMIN. CLOSED
,,,,,,,
01002-2014,4/3/2014,2:00:00 a. m.,4/3/2014,2:00:00 a. m.,SDRP-IKENBERRY COMMONS,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
01009-2014,4/3/2014,7:00:00 p. m.,4/3/2014,7:00:00 p. m.,SDRP-IKENBERRY COMMONS,SEX OFFENSE,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400629,4/4/2014,2:21:00 a. m.,4/4/2014,2:21:00 a. m.,800 blk of MATHEWS AVE,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE
,,,,,,,
II1400630,4/4/2014,3:47:00 a. m.,4/4/2014,3:47:00 a. m.,I74 / NEIL,ASSIST CPD W/TRAFFIC STOP,ADMIN. CLOSE
,,,,,,,
II1400644,4/4/2014,3:27:00 p. m.,4/4/2014,3:27:00 p. m.,ILLINI UNION,TRESPASS-STATE SUPPORTED LAND,ADMIN. CLOSE
,,,,,,,
FI140940009,4/4/2014,12:24:00 a. m.,4/4/2014,12:24:00 a. m.,WENDY'S,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140940030,4/4/2014,1:17:00 a. m.,4/4/2014,1:17:00 a. m.,FIRST/GREGORY,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140940052,4/4/2014,2:10:00 a. m.,4/4/2010,2:10:00 a. m.,CHALMERS/SIXTH,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140940498,4/4/2014,11:41:00 p. m.,4/4/2014,11:41:00 p. m.,HOPKINS RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
01019-2014,4/4/2014,10:57:00 p. m.,4/4/2014,10:57:00 p. m.,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
FI140950022,4/5/2014,12:56:00 p. m.,4/5/2014,12:56:00 p. m.,JOHN/SIXTH,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
01046-2014,4/5/2014,1:28:00 a. m.,4/5/2014,1:28:00 a. m.,TRELEASE RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
01022-2014,4/5/2014,4:00:00 a. m.,4/5/2014,4:00:00 a. m.,BLAISDELL RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
01021-2014,4/5/2014,3:45:00 a. m.,4/5/2014,3:45:00 a. m.,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400636,4/6/2014,12:59:00 a. m.,4/6/2014,12:45:00 a. m.,PARKING LOT F-23,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1400636,4/6/2014,12:59:00 a. m.,4/6/2014,12:45:00 a. m.,PARKING LOT F-23,SEXUAL ABUSE-CRIMINAL,ADMIN. CLOSE
,,,,,,,
II1400637,4/6/2014,2:18:00 a. m.,4/6/2014,2:18:00 a. m.,PARKING LOT D-5,PUBLIC INDECENCY,ADMIN. CLOSE
,,,,,,,
II1400638,4/6/2014,4:54:00 a. m.,4/6/2014,4:54:00 a. m.,FOURTH / GREEN,WARRANT-IN STATE,ARREST
,,,,,,,
II1400638,4/6/2014,4:54:00 a. m.,4/6/2014,4:54:00 a. m.,FOURTH / GREEN,DRIVING UNDER INFLUENCE-DRUGS,ARREST
,,,,,,,
II1400638,4/6/2014,4:54:00 a. m.,4/6/2014,4:54:00 a. m.,FOURTH / GREEN,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1400638,4/6/2014,4:54:00 a. m.,4/6/2014,4:54:00 a. m.,FOURTH / GREEN,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1400639,4/6/2014,11:14:00 a. m.,4/4/2014,12:00:00 p. m.,NOYES LAB,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
FI140960045,4/6/2014,1:16:00 a. m.,4/16/2014,1:16:00 a. m.,LINCOLN/WINSOR,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140960094,4/6/2014,3:03:00 a. m.,4/6/2014,3:03:00 a. m.,ILLINI UNION,PUBLIC URINATION,ADMIN. CLOSED
,,,,,,,
FI140960110,4/6/2014,3:36:00 a. m.,4/6/2014,3:36:00 a. m.,TAFT RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140960110,4/6/2014,3:36:00 a. m.,4/6/2014,3:36:00 a. m.,TAFT RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI140960032,4/6/2014,12:45:00 a. m.,4/6/2014,12:45:00 a. m.,PARKING LOT F-23,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI140960017,4/6/2014,12:50:00 a. m.,4/6/2014,12:50:00 a. m.,PARKING LOT F-23,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
